Company,Contact Address,Specialization,Unnamed: 3,Website,Email
"CE Info Systems Pvt. Ltd.,
New Delhi","Website: www.mappls.com Email:
ceinfo@vsnl.com","Complete spatial software solutions based on GIS for
vertical industries like Telecom (Basic & Cellular),
Retail & Distribution, Police etc., Digitising services
for digital maps at 1:50,000/25,000/1,000 scales
being topo sheets, Satellite imageries",,www.mappls.com,ceinfo@vsnl.com
"Celcius Technologies Pvt.
Ltd, Calcutta","Website: www.celciustech.com Email:
info@banglalive.com","Web- based Bengali fonts, English to Bengali and
Bengali to English transliteration software, Online
Bengali word- processor, E-commerce aimed at NRI",,www.celciustech.com,info@banglalive.com
"Cellnext Solutions Ltd, New
Delhi","Website: www.cellnext.com Email:
atanu.mandal@cellnext.com","Wireless ASP, Software development",,www.cellnext.com,atanu.mandal@cellnext.com
"Celstream Technologies Pvt
Ltd, Bangalore","Website: www.celstream.com Email:
brijesh.wahi@celstream.com","Provide Software Development Services to
Customers in New media & next generations
Communication",,www.celstream.com,brijesh.wahi@celstream.com
"Centre for Development of
Advanced Computing (C -
DAC), Pune","Website: www.cdacindia.com Email:
rkarora@cdac.ernet.in","High performance computing solutions, Modelling &
simulation, Advanced R&D in language processing, e-
Governance solutions including solutions for
infrastructure sector",,www.cdacindia.com,rkarora@cdac.ernet.in
"Centre for Development of
Telematics, New Delhi","Website: www.cdot.com Email:
site@cdot.ernet.in","Telecom software development, Unix and Real Time
operating systems, Software engineering tools",,www.cdot.com,site@cdot.ernet.in
"Cerebra Integrated
Technologies Ltd, Bangalore","Website: www.cerebracomputers.com
Email: info@cerebracomputers.com","Systems Software, Blue Tooth & Wireless
Technology, E- Commerce application, Database &
Datamining",,www.cerebracomputers.com,info@cerebracomputers.com
"CG Maersk Information
Technologies Pvt. Ltd.,
Chennai","Website: www.cgmaersk.com Email:
p_plantener.cgmaersk@maerskdata.dk","Mainframe Design and Development, Lotus Notes,
Client-Server Design and Development, Back Office
Operations, Dataprocessing / Data conversions,
Medical Transcription",,www.cgmaersk.com,p_plantener.cgmaersk@maerskdata.dk
"CGI Information Systems
and Management
Consultants Pvt Ltd,
Bangalore","Website: www.cgi.ca Email:
santosh.bhargava@cgi.ca","Banking, Insurance, Financial Sectors,
Manufacturing, Retail, Consumer goods, System,
Integration Telecommunication, E-commerce",,www.cgi.ca,santosh.bhargava@cgi.ca
"CG-Smith Software Limited,
Bangalore","Website: www.cg-smith.com Email:
info@cgs.cgsmith.soft.net","Real Time Embedded Safety Critical Software, Client
Server Applications, Internet Applications, Special
Domain Expertise in Automotive,",,www.cg-smith.com,info@cgs.cgsmith.soft.net
,,"Telecommunications, Data Communications and
Financial Applications",,,
"CG-VAK Software & Exports
Ltd., Coimbatore","Website: www.cgvak.com Email:
suresh@cgvak.com","Client / Server Development, ERP Solutions, E-
commerce, Consulting Service",,www.cgvak.com,suresh@cgvak.com
Company,Contact Address,Specialization,,,
"Chakkilam Infotech Ltd,
Hyderabad","Website: www.chakkilaminfotech.com
Email: cinfotech@hd2.dot.net.in","CAD/GIS, Medical Transcription, Internet & E-
commerce, Client-server technology",,www.chakkilaminfotech.com,cinfotech@hd2.dot.net.in
"Chandigarh Infotech Centre
Ltd., Chandigarh","Website: www.cicindia.com Email:
info@cicindia.com","IT Solutions, Computer Education & Traning & IT
Enabled Services, Customised Software Services,
Claims Processing, Cheques Processing, Pre-press
services & IT turnkey projects",,www.cicindia.com,info@cicindia.com
"Changepond Technologies
Pvt Ltd, Chennai","Website: www.changepond.com Email:
sindhu@changepond.com","development for e-business & mobile commerce
solutions, Expertise in XML & WML on Java Beans",,www.changepond.com,sindhu@changepond.com
"Chenab Information
Technologies Pvt. Ltd.,
Mumbai","Website: www.chenab.com Email:
chenabsn@vsnl.com","Web-based applications, E-commerce applications,
Export management systems, Encryption Software",,www.chenab.com,chenabsn@vsnl.com
"Cherrysoft Technologies Ltd,
Chennai","Website: www.cherrysoft.com Email:
sravi@cherrysoft.co.in","Web-solutions, Client-server application, Enterprise
resources planning, Embedded systems software",,www.cherrysoft.com,sravi@cherrysoft.co.in
"Churchill India Pvt. Ltd., New
Delhi",Email: amit.gupta@churchill.com,"Application Development and Maintenance, Systems
Integration, Conversion and Migration, Specialised
and Customised IT solutions, Management of Very
Large Data Bases, Performance Tuning, Hardware
Sizing & Configuration",,,amit.gupta@churchill.com
"Cisco Systems (India) Pvt.
Ltd., New Delhi","Website: www.cisco.com Email:
manojc@cisco.com",Networking Equipment for Internet,,www.cisco.com,manojc@cisco.com
"CISTEMS (Software) Ltd.,
Jaipur","Website: www.cistemsindia.com Email:
keshav@cistemsindia.com","Turnkey development of custom designed business
information system, System migration & porting , Y2K
Solutions , Web Designing,",,www.cistemsindia.com,keshav@cistemsindia.com
"Citrix Software Ltd,
Bangalore","Website: www.citrix.com Email:
anil.menon@citrix.com",Server based computing software,,www.citrix.com,anil.menon@citrix.com
"CLC Technologies Ltd, New
Delhi","Website: www.clctechnologies.com Email:
info@clctechnologies.com","Software for Apparel Industry, IT Enabled Services,
Offshore customise using SQL server/access &crystal
as tools",,www.clctechnologies.com,info@clctechnologies.com
"Clover Technologies Pvt Ltd,
Pune","Website: www.clovertechnologies.com
Email: javed@clovertechnologies.com","E-commerce application development, Oracle support
services, Linux support & services, application in
Oracle",,www.clovertechnologies.com,javed@clovertechnologies.com
"CMC Limited, New Delhi","Website: www.cmcltd.com Email:
ssg@corp.cmc.net.in","Hardware maintenance equipment supply &
Environmental Engineering, Applications in Ports &
Cargo Automation, Insurance, Imaging & SCADA ,
Banking, Stock Exchanges & Fingerprint Automation,
Education & Training and Computer Networking
Services",,www.cmcltd.com,ssg@corp.cmc.net.in
"Cogito Technologies Ltd,
Noida","Website: www.cogitotech.com Email:
contact@cogitotech.com","Multimedia Based Solution Development,
Development of e- Learning modules, Multimedia
based e- Commerce platforms & Digital Marketing
Tools such as Interactive CD Rom presentations,
Web based /Off line presentations, Dynamic websites",,www.cogitotech.com,contact@cogitotech.com
"Cognizant Technology
Solutions India Pvt. Ltd.,
Chennai","Website: www.cognizant.com Email:
RajB@chn.cognizant.com","Insurance, Healthcare, Media, Financial Services",,www.cognizant.com,RajB@chn.cognizant.com
"Cognosys Software Pvt Ltd,
New Delhi","Website: www.cognosyscorp.com Email:
vaibhav.dayal@cognosyscorp.com",Travel Technologies,,www.cognosyscorp.com,vaibhav.dayal@cognosyscorp.com
"Compudyne Winfosystems
Limited, Bangalore","Website: www.cwlglobal.com Email:
info@cwlglobal.com","3D Character Modeling, Animation, Application
Development, Reengineering, Migration,",,www.cwlglobal.com,info@cwlglobal.com
,,"Maintenance, Web Site Development, Portals, E-
services, Web sourcing, Graphic Design, Corporate
Presentation, Virtual Walkthrough, ,CAD/CAM/CAE,
etc",,,
"Compulink Systems Pvt Ltd,",Website: www.compulnk.com Email:,"Client -Server Applications Development, Internet /",,www.compulnk.com,
Company,Contact Address,Specialization,,,
Pune,custcare@compulnk.com,"Intranet Applications Development, Work-flow
Application Development, E-commerce Application",,,
"Computech International
Limited, Calcutta","Website: www.computechintl.com Email:
computec@cal.vsnl.net.in","Customised Application Software Development,
Geographical Information System, Development of
Enterprise Resource Planning (ERP) Package",,www.computechintl.com,computec@cal.vsnl.net.in
"Computer Clinic India Pvt.
Ltd., New Delhi","Website: wwwcomputerclinic.com Email:
ccipl@del2.vsnl.net.in","School Education & Training, Maintenance provider,
Marketing Computer Solutions, Onsite Services",,wwwcomputerclinic.com,ccipl@del2.vsnl.net.in
"Computer Sciences
Corporation India Pvt Ltd,
Indore","Website: www.csc.com Email:
lkrishn2@csc.com","General Insurance, Life Insurance",,www.csc.com,lkrishn2@csc.com
"Congruent Solutions Pvt.
Ltd., Chennai","Website: www.cspl.com Email:
cv@cspl.com","Web applications development using Java/J2EE
framework & Microsoft middleware tools. Expertise in
WebLogic, Websphere and iPlanet, B2B applications
using XML, Wirelesss applications using WAP",,www.cspl.com,cv@cspl.com
"Consindia Private Limited,
Mumbai","Website: www.consindia.com Email:
cpl@vsnl.com","Healthcare Products, Data Warehousing Services,
Financial Sector Products",,www.consindia.com,cpl@vsnl.com
"Consolidated Futuristic
Solutions Ltd, Gurgaon","Website: www.cofuture.com Email:
info@cofuture.com","Embedded S/W & RT System, Network Management
System, CTI, Hospital Management System",,www.cofuture.com,info@cofuture.com
"Consulting Engineering
Services (I) Ltd, New Delhi","Website: www.cesinter.com Email:
cesstp@vsnl.com","GIS & CAD based studies, MIS solutions, Web-based
solutions, Customised software development",,www.cesinter.com,cesstp@vsnl.com
"Contech Software Ltd.,
Gujarat","Website: www.contechsoftware.com Email:
panchamukhih@contechsoftware.com","On-site & off-shore software development, Software
maintenance, testing, enhancements &
replatforming,Âp; off-shore software development,
Software maintenance, testing, enhancements &
replatforming,Â E-commerce, Business Applications,
Telecom, Technology",,www.contechsoftware.com,panchamukhih@contechsoftware.com
"Convergent Software Limited
Bangalore","Website: www.convergsoft.com Email:
mani@convergsoft.com","Telecom Software , Internet Networking, E-
Commerce",,www.convergsoft.com,mani@convergsoft.com
"Convergys India Services
Pvt Ltd, Gurgaon","Website: www.convergys.com Email:
jaswinder.ghumman@convergys.com","Contact Centre Services, Billing & Customer Care
Software & Services",,www.convergys.com,jaswinder.ghumman@convergys.com
"Cordiant Interweb
Technologies Pvt Ltd, Kochi","Website: www.cordiant.com Email:
dpaul@cordiant.co.in","Java, IBM Websphere, Microsoft ASP",,www.cordiant.com,dpaul@cordiant.co.in
"Core Solucomm Ltd, New
Delhi","Website: www.coresolucomm.com Email:
sgoel@coresolucomm.com","Develop software & technology for Call centre,
develop CRM packages for call centre",,www.coresolucomm.com,sgoel@coresolucomm.com
"Cosmic Infotech Solutions,
New Delhi","Website: www.citesindia.com Email:
info@citesindia.com/vivek@citesindia.com","On site Consulting, Off- Shore Development, Web-
Enabled Technologies, E- commerce, M- Commerce/
Telecommunications",,www.citesindia.com,info@citesindia.com/vivek@citesindia.com
"Cosystems Technologies
Private Limited., Bangalore","Website: www.cosystech.com Email:
srini@cosystems.com","Telecom, Turnkey Product Development, Hardware
design, Dedicated development facility",,www.cosystech.com,srini@cosystems.com
"Covansys India (Private)
Ltd., Chennai","Website: www.covansysindia.com Email:
Mnataraj@covansys.com","Software development & maintenance in Mainframe,
Client / Server, Internet / e-Commerce, Data
Warehousing, CRM and ERP, Banking / Insurance,
Retail / Distribution, Health Care, Auto /
Manufacturing, Public Retirement Services, Utilities
and Telecom",,www.covansysindia.com,Mnataraj@covansys.com
"Cranes Software
International Ltd., Bangalore","Website: www.cranessoftware.com Email:
asif@cranessoftware.com","Real Time operating Systems, Embedded System,
Digital Signal recording, Mathematical modulation &
stimulation",,www.cranessoftware.com,asif@cranessoftware.com
"Creatnet Services Ltd., New",Website: www.creatnet.com Email:,Outsourcing services in Apparel & SLC products,,www.creatnet.com,
Delhi,devanshu.dutta@creatnet.com,,,,
"Cresco Technology (P) Ltd.,
Noida","Website: www.crescotec.com Email:
manisha@crescotec.com","Internet Solutions, Multimedia Solutions, General
Applications",,www.crescotec.com,manisha@crescotec.com
"Crossdomain Solutions Pvt
Ltd, Bangalore",Email: ram@cross-domain.com,"Compensation & benefits management, Insurance
services, Retail management, Financial Institutional",,,ram@cross-domain.com
Company,Contact Address,Specialization,,,
,,services,,,
"Crossword Software Pvt Ltd,
New Delhi","Website: www.crosswordsoftware.net
Email: kumard@crosswordsoftware.com","Telecom operational support systems application,
Customer care - applications - call centre - CRM,
Software Services, professional Services",,www.crosswordsoftware.net,kumard@crosswordsoftware.com
"Cruise Controls Pvt Ltd,
Pune","Website: www.cruise-controls.com Email:
ashub@cruise-controls.com","Embedded Networking, Network Management,
Telecommunications, Web Development",,www.cruise-controls.com,ashub@cruise-controls.com
"CustomerAsset India Pvt.
Ltd., Bangalore","Website: www.customerasset.com Email:
brianc@customerasset.com","Inbound customer service & sales, Outbound Sales &
collection, Tech Support, Back Office Processing",,www.customerasset.com,brianc@customerasset.com
"Cyber Initiatives (India) Ltd,
Ahmedabad","Website: www.cyberinitiatives Email:
r.arora@cyberinitiatives.com","Supply Chain application, decision support system
application Oracle, Java application",,www.cyberinitiatives,r.arora@cyberinitiatives.com
"Cybertech Systems and
Software Ltd., Mumbai","Website: www.cybertechonline.com Email:
cssl@cybertech.co.in","SAP - Implementation, Post Implementation & Onsite
consultancy, CISCO - Network consultancy and
Facility Management, GIS - Onsite consultancy based
on ESRI products, E-commerce - Providing technical
resources for developing E-solutions",,www.cybertechonline.com,cssl@cybertech.co.in
"CybizCall (Inter national) Ltd,
Gurgaon","Website: www.cybizcall.com Email:
samchopra@cybizcall.com","Consultancy Finance, IT Enabled, Software",,www.cybizcall.com,samchopra@cybizcall.com
"Cygnus Software Pvt Ltd,
Pune","Website: www.cygnus.com Email:
cygnus@stpp.soft.net","Finance & Banking, Internet, E-commerce & Supply
Chain Management, Information Asset Management
& Datawarehousing, Multimedia Applications,
Japanese",,www.cygnus.com,cygnus@stpp.soft.net
"Cygsoft Limited, Mumbai","Website: www.cygsoft.com Email:
kshah@cygsoft.com","Network Technologies - Corba, ActiveX
(COM/DCOM), LDAP (NDS/ Active Directory) DEN,
JINI, Component-based software - C++, Java,
JavaBeans, Java RMI, Network Management -
SNMP, JMAPI, WBEM, Network Drivers, Protocols,
Utilities - Ethernet, ATM, TCP/IP, IP",,www.cygsoft.com,kshah@cygsoft.com
"D E Shaw India Software
Pvt. Ltd., Hyderabad","Website: www.deshawindia.com Email:
agarwala@deshaw.com","Investment Banking Applications, Internet Based
Applications, Online Services, Electronic Commerce",,www.deshawindia.com,agarwala@deshaw.com
"Daksh eServices Pvt Ltd,
Gurgaon","Website: www.daksh.com Email:
nikhild@daksh.com","Outsourced email helhdesk services, eCRM
consulting & Solutions, outsourced chat helhdesk
services, knowledge management",,www.daksh.com,nikhild@daksh.com
"Damco Advanced
Technologies, New Delhi","Website: www.damcogroup.com Email:
info@damcogroup.com","AS/400 Solutions - Development and Maintenance,
Client Server Applications, E-commerce, Web Design
& Internet Applications, Euro Conversions, Year 2000
Impact Analysis, Conversion & Testing, Training
AS/400 and E-commerce.",,www.damcogroup.com,info@damcogroup.com
