company_name,Address,Tel,Mob,Fax,Email,fax
249. GRAMIKA COCONUT OIL AND COFFEE WORKS,"4/1026 VADASSERIKKARA, PATHANAMTHITTA, KERALA",,"7397749178,",,info@thapasyaassociates.com,
250. GREEN GOLD EXPORTERS,"KM 11/374, ODAMBAM, KALPETTA MUNCIPALITY MANIYANKODE, WAYANAD KERALA PIN: 673122  |",,"+91 9037202405, +91 9446584563",,greengold@greengoldexporters.com,
251. GREENSCAPE EXPORTS PRIVATE LIMITED,"NO. 14, 4TH CROSS 35TH MAIN BTM 2ND STAGE, KAS OFFICERS COLONY, BANGALORE",,"9741784934,",,karthik.kashyap07@gmail[cot]com,
"252. GURUBYO,","VILLA 20, RAJ AVENUE KULATHUPALAYAM, THONDAMUTHUR COIMBATORE, TAMILNADU",,"7708898328,",,maasales.ucc@gmail.com,
253. HAMI EXPORTS,"NO. 455, 3RD CROSS, 16TH MAIN, KORAMANGALA 3RD BLOCK, BANGALORE SOUTH, BENGALURU, KARNATAKA",,"9448065589,",,ahad67@gmail.com,
254. HAPPY CUP,"D-7, GROUND FLOOR, NOOTAN NAGAR, GURU NANAK ROAD, BANDRA WEST, MUMBAI-400050.MAHARASHTRA",,"9820079409,",,mlalwani58@gmail.com,
255. HARITIMA FOOD PRODUCTS PRIVATE LIMITED,"GALI NO. 3, NEAR NEHRU STADIUM, HARDA 461331  |",,"8718863631,",,haritimafood@gmail.com,
256. HARSHIT EXPORT,"108, SURWING, VEENA SAAZ, NEAR VIDEOCON TOWERS, THAKUR COMPLEX, KANDIVALI EAST, MUMBAI SUBURBAN |  |",,"9503601322,",,Allconsultant4@gmail.com,
257. HARVINS GRIST PRIVATE LIMITED,"1001/1,244/1,279/2 HALAGE VADERAHALLI, BANGALORE |  |",,"9886429519,",,Shejilck@gmail.com,
258. HAUTEMER PRIVATE LIMITED,"MANDARA NEAR WATER TANK KANADAL NEW EXTN, KOTE CHIKMAGALUR",,"9892766062,",,gowdarachna8@gmail.com,
259. HEEMANKSHI BAKERS PVT LTD,PLOT NO 58B INDUSTRIAL PARK KATTEDAN HYDERABAD 500077 TELANGANA,,"8498090118,",,heemankshi@gmail.com,
260. HEYLANDS EXPORTS [P] LTD,"8 PERIYA COLONY EXTENSIONM ATHIPET, CHENNAI - 600 058 TAMILNADU",,"9840990517,",,heylandsexports@yahoo.com,
261. HIGH LANE EXPORTS,2/0 LAKSHMINAGAR CHINNATHIRUPATHI SALEM TAMILNADU 636008,,"995168249,",,manikanta@gmail.com,
262. HI-TECH BIO FERTULIZERS INDIA,34/1841 A1 EDAPALLU COCHIN ERNAKULAM KERALA,,"9447033360,",,mdhbf.coffee@gmail.com,
"263. HOME BLEND LLP,","3408/3414 G/F GALI BAJRANG BALI CHAWRI BAZAR, NORTH DELHI 110006  |",,"9999999646,",,saumay@homeblendcoffee.com,
264. HONWAY IMPEX PRIVATE LIMITED,", NO. 59, SATHYMOORTHY STREET, KALPALAYAM, KOLATHUR CHENNAI |  |",,"9840035592,",,honwayimpexindia@gmail.com,
265. HOUSE OF RAMAPURAM FOODS PRIVATE LIMITED,2ND FLOOR MUSEUM ROAD BENGALURU  |,,"9900542412,",,emmanuel1.r@evolveback.com,
266. IAN OVERSEAS PRIVATE LIMITED,"NO. 4/338-F ELAYIDATHUPARAMBIL, PANNIMATTOM P.O, IDUKKI, KERALA",,"9074424664,",,ianoverseas2002@gmail.com,
267. IGOOR COFFEE MERCHANTS LLP,DEVATHA 10TH CROSS VIJAYANAGAR 1ST STAGE MYSURU |  |,,"9448486696,",,igoorcoffee@beanandelephant.co,
268. ILARIZA BIONATURALS PRIVATE LIMITED,GF FF 259 4TH CROSS 2ND MAIN SAI ENCLAVE J P NAGAR 7TH PHASE BANGALORE,,"9980800544,",,info@ilariza.com,
269. INDIAN GARDEN,"404 A WING 4TH FLOOR KUKREJA CENTRE, PREMISE SECTOR- 11 CBD BELAPUR, NAVI MUMBAI",,"7012702504,",,info@indiangarden.in,
270. INDIAN PRODUCTS PRIVATE LIMITED,NO 604 QUEENS CORNER A3 QUEENS ROAD BANGALORE BENGALURU URBAN KARNATAKA,,"9880488993,",,Seema@jayanti.com,
"271. INFLORESCENCES TRADING,",BELLOUR VILLAGE HUDIKERI KODAGU,,"8861078380,",,inorescencetrading@gmail.com,
272. INNOMEX INTERNATIONAL,507 ABHILASHA COMPLEX507 ABHILASHA COMPLEX AHMEDABAD 380051 GUJARAT,,"9687670890,",,inomexinternational@yahoo.com,
273. INNOPOLIS BIO INNOVATIONS PVT LTD,"37/1676 PLOT NO. 72, MAVELIPURAM COLONY, KAKKANAD |  |",,"9947671935,",,Suni@innopolis.com,
274. INNOV8 CAFFEINE WORKS PRIVATE LIMITED,"81, 36TH CROSS ROAD, 5TH BLOCK, JAYANAGAR, BANGALORE |  |",,"9819276626,",,vikas@karmakaapi.com,
275. INNOVATIVE CUISINE PRIVATE LIMITED,"BLOCK NO. 512 OPP COSMO FILMS, KARJAN VEMARDI ROAD, VILLAGE KANDARI VADODARA, GUJARAT",,"9574007924,",,innovativecuisine@gmail.com,
276. INNOVATIVE FOODS LIMITED,CHAKOLASH HABIT AT A BLOCK ERNAKULAM 682013 KERALA |  |,,"9249511000,",,cosecy@sumeru.net,
277. INTERNATIONAL TRADERS,"NO. 30, FLAT NO. 7, THIYAGARAYA GRAMANI STREET, NORTH USMAN ROAD, T. NAGAR, CHENNAI,",,"9841240275,",,intltradersind@gmail.com,
278. ISTORE DIRECT TRADING PRIVATE LIMITED,", B3, B4, B5, FLOOR-B, PLOT 405/406/7C, KAMANWALA CHAMBERS, BHAGOJI KHEER MARG, MAHIM, MUMBAI CITY, MAHARASHTRA",,"8169238731,",,monica@glamble.com,
279. ITREAT GROCERS LLP,"B-706, SHELTON SAPPHIRE, SECTOR 15,CBD BELAPUR, NAVI MUMBAI, THANE, MAHARASHTRA",,"8879847473,",,Prasad.itreat@gmail.com,
280. J J GREEN COFFEE BEANS EXPORTS,15/694 POOPPADA CHERIPARAMBIL RUBBER BOARD KOTTAYAM KERALA |  |,,"9744180102,",,sunnychrithomas@gmail.com,
281. J K MALT PRODUCTS PVT LTD,"61, GIDC ESTATE, NADIAD-387001 GUJARAT",,9824047714,,jkmalt@gmail.com,
282. J R SHAH EXPORTS LTD,"302 3RD FLOOR SIMANDHAR302 3RD FLOOR SIMANDHAR, AHMEDABAD-3800014, GUJARAT.",,9825299300,,jrshahexportsltd@gmail.com,
283. J S SPICES AND EXPORTERS,"NP04/81, KEDARAM, CHEMMARATHUMMUKKU, ATTINGAL, TRIVANDRUM.",,7736432656,,jineshkl123@gmail.com,
284. J.D.CORPORATION,"605 6TH FLR SAI SAMARTH COMM, RAIKAR CHAMBERS STATION RD, GOVANDIE MUMBAI 400 088. MAHARASTRA. Pin-609 610  |",,9833198499,,jdcorporation1998@gmail.com,
285. JANUZ UNIVERSAL,"305 MAHINDER CHAMBER 619/28,W.T. PATIL MARG CHEMBUR, MUMBAI-400071,MAHARASHTRA |  |",91.22.67729777 / 25205488,,,januz@januzuniversal.in,
286. JAYA IMPEX,"GROUND FLOOR, P NO. 1739,18TH MAIN ROAD, ANNA NAGAR WEST, CHENNAI",,7401115511,,sgeximsolutions@gmail.com,
287. JC TRADERS,"3/1, SRIDEVI APARTMENTS, 4TH CROSS STREET, TRUSTPURAM, KODAMBAKKAM, CHENNAI 600024",,9840053024,,vcprakaash@gmail.com,
288. JEYANA INTERRNATIONAL,"201/A, SHANKAR SETH PALACE, NANA CHOWK, J D MARG, MUMBAI, MAHARASHTRA",,9820507058,,jeyanaagro@gmai.com,
289. JH AGRO,"HO 250/1, MOUNT ROAD COONOOR TAMILNADU",,9894429911,,mckaleeswaran@gmail.com,
290. JH IMPEX,"4TH FLOOR, 404 GHANSHYAM ENCLAVE, NEW LINK ROAD, NEAR LALJIPADA POLICE STATION KANDIVALI WEST MUMBAI",,9967455553 |,,jhimpex2016@outlook.com,
291. JKM ENTERPRISES PVT LTD,"NO 83/4, THIRUMALAI ROAD, NAGALKENI, CHROMPET,CHENNAI",,9524669996,,jkmpvt@gmail.com,
292. JMS EXPORTS,13 17 PARAKKODE KALLEKKAD PALAKKAD 678015 KERALA |  |,,9400712391,,jmsxpo@gmail.com,
293. JOONKTOLLEE TEA & INDUSTRIES LTD,. P.B.NO.3837 COIMBATORE COWCOODY CHAMBERS 234 A RACE COURCE ROAD COIMBATORE 641 018  |,,9442132525,,joonktollee@eth.net,
294. JOSEPH VALENTINE RASARIO,GUBBIMANE ESTATE DAVID ROSARIOAREKARE SAKALESHPUR TALUK HASSAN KARNATAKA 573134,,8277565002 |,,ivyval2@gmail.com,
295. JPV4N INTERNATIONAL LLP,"BL-219, GRAM GRUH NIRMAL BOARD, UNIVERSITY ROAD RAJKOT GUJARAT 36005",,9725425745,,sukhdev.jadeja08@gmail.com,
296. JYOTI IMPEX,"207 ZEST BUSINESS SPACES,M.G.ROAD, GHATKOPAR EAST, MUMBAI – 400077, INDIA MAHARASTRA",,8828207080,,jyotimpx@vsnl.net,
297. KAAVERI GROVE INDIA,"NO 3, CIT COLONY, 2ND MAIN ROAD, MYLAPORE, CHENNAI",,9962299922,,kaavericoffee1999@gmail.com,
298. KADER EXPORTS,"NO.297/4, KAMBARNATHAI SALIYAMANGAL THANJAVUR, TAMILNADU,  | Mob : 7299349419",,,,beaconeximsolutions@gmail.com,
299. KAKKUZHIYIL TRADERS,"MP/3/329-B, KAKKUZHIL BUILDING, THINAPURAM, MOOPAINAD, WAYANAD, KERALA",,9947173444,,sureshkakkuzhiyil@gmail.com,
300. KALAI MEIYAPPAN ANAND,"29/106B DHARNAPURAM 4TH STREET,T. NAGAR, CHENNAI 600017",,9841299666,,smdanandm@gmail.com,
301. KALLAL MURUGAPPA PLANTATION PRIVATE LIMITED,"NO. 4/51C, POOVANUR KATTUVALAVU, POOVANUR POST, SALEM",,9442747554,,murugappan.pl77@gmail.com,
302. KALPESH JAIN,"16, NEPTUNE TOWER, OPP NEHRU BRIDGE, ASHRAM ROAD, AHMEDABAD",,9825299300,,yashvifoods2022@gmail.com,
303. KAMALA INTERNATIONA EXIM PVT LTD,7-4 KATTEDAN MADHUBAN COLONY ROAD HYDERABAD TELANGANA |  |,,9000808080,,ankit@dukesindia.com,
304. KANU KRISHNA CORPORATION,502 503 GORADIA HOUSE 100 104 KAZI SAYED STREET MUMBAI 400003 MAHARASHTRA,,9820350630 |,,kkcdipak@vsnl.com,
305. KASTURI INDUSTRIES,"G-12, RAJ BUILDING, MIDC CROSS ROAD, ANDHERI EAST OPP MAROL DEPOT MUMBAI",,7666722225,,sandeep@kasturiind.com,
306. KATSU COFFEE PRIVATE LTD,"NO.66/67/1, CHIKKAGOLARAHATTI, MAGADI MAIN ROAD, BANGALORE",,9845944199 |,,katsucoffeepvtltd@gmail.com,
307. KAVALIFE PRIVATE LIMITED,"NO. 42, KARIYAPPA ROAD, TATA SILK FARM, BASAVANAGUDI, BANGALORE",,9972877531 |,,kartik.b@kavalife.in,
308. KAYEM EXPORTS,"114, TRADE CENTRE II FLOOR WALLAJAH ROAD, CHENNAI, TAMILNADU |  |",,9003096920,,kayemexporter.coffee@gmail.com,
309. KDFCS ONLY COFFEE,3 38 EAST STREET Z TUTICORIN 628721 TAMILNADU,,9940627322 |,,kdfcsfoods@gmail.com,
310. KHAJANCHI EXPORTS,D89 2 ITC INDUSTRIAL AREA B H INDIRA NAGAR NEAR GANESH MANDIR TURBHE NAVI MUMBAI THANE MAHARASHTRA 400705,,9619001587 |,,uttam.khajanchi@gmail.com,
311. KHYATI ADVISORY SERVICES LTD,"11/1, GOLD MOHUR 174 PRINCES STREET MUMBAI MAHARASTRA",,9324248868 |,,info@khyatigroup.com,
312. KOLLI HILLS HERBS AND SPICE PRIVATE LIMITED,"212, SRI KRISHNA PADHUKA, 8TH B MAIN,3RD CROSS, SADANANDA NAGAR BANGALORE  |",,8197500446,,info@kollihillsherbsandspices.com,
313. KOMAL EXPORTERS,"17/4, CHITRAKULAM WEST STREET, MYLAPORE, CHENNAI - 600004 TAMILNADU",,9042858599 |,,komalexporters@hotmail.com,
314. KOMALAS FOODS AND SERVICES,"NO.153, PLOT NO. 4, S NO. 156/4A, GST ROAD, URAPAKKAM, KANCHEEPURAM, TAMIL NADU – 603210",,7708757555 |,,komalas.stores@gmail.com,
315. KOPI FRESCO PRIVATE LIMITED,EAST PANJABI BAGH NEW DELHI,,9818858339 |,,manvigupta1610@yahoo.com,
316. KOTTAYAM KITCHEN,PUNKASERIL VAIDYAN BLDG CHENGALAM SOUTH KOTTAYAM KERALA,,9961577444 |,,kottayamkitchens@gmail.com,
317. KOUSHIKA ENTERPRISES PRIVATE LIMITED,NO 12 2 1MAIN ROADNO 12 2 1MAIN ROAD CHENNAI-600049 TAMILNADU,,9710610420 |,,koushika@gmail.com,
318. KRITHVIK SAIRAM ENTERPRISES,"NO. 2/C119A, CHERAN NAGAR, BELLADHI, KARAMADAI",,8344105588 |,,shirdisai.sairam@gmail.com,
319. KVR TRADERS,"NO. 259/A CHITTUR ROAD, TIRUTTANI, THIVALLUR, TAMILNADU",,7305629579 |,,kvrtraders06@gmail.com,
320. L M J SERVICES LTD,2 TRANSPORT2 TRANSPORT KOKATA 700088 WEST BENGAL,,7892986898 |,,admin@lmjgroup.in,
321. L M TRADELINK,"FLAT NO. 8301 SANJAY CHS LTD, PLOT NO. 19 SECTOR 3E KALAMBOLI NAVI MUMBAI RAIGAD MAHARASTRA",,9619241120 |,,ravalacc@gmail.com,
322. LAKSHMI TRADING COMPANY,"6/1738 THEKKEMADOM STREET, PALACE ROAD, MATTANCHERRY, COCHING",,9447150008 |,,ofce@grkspice.com,
323. LANDMARK TRADING EXPORTS PRIVATE LIMITED,"SHOP NO. 12/730/D, EDAYIL PEEDIKA, NALUTHARA P O, MAHE, PONDICHERRY, INDIA  |",,8419995496,,Ashapura.navimumbai@gmail.com,
324. LG TRADERS,"4-22-7, PARK TOWN 2ND STREET, MADURAI 925017",,9787111743,,rajeshtax666@gmail.com,
325. LOTUS OVERSEAS,NO. 24 NARAYANA SARANG STREET CHENNAI,,8870839666 |,,velupan@gmail.com,
326. LYKIS LIMITED,4TH FLOOR GRANDEUR BUILDING OPP GUNDECHA SYMPHONY NEAR COUNTRY CLUB ANDHERI WEST MUMBAI400053 MAHARASHTRA,,8879774490|,,jimson@lykisgroup.com,
327. M M MARKETING,NO. 91 CORAL MERCHANT STREET MANNADY  |,,9176327846,,m.m.marketing@omsaifoods.com,
328. M P IMPEX CHHEDA HOUSE,"PLOT NO. 7, BMC INDUSTRIAL ESTATE, SAI NAGAR, M.G. CROSS ROAD,NO. 1 KANDIVALI W, MUMBAI",,8888880503 |,,info@mpimpex.in,
329. M R J TRADING,FIRST FLOOR 16/190F BIYYAM PONNAI MALAPPURAM KERALA,,9995758888 |,,mrjtradingcoffee@gmail.com,
330. M/S. BAKEMILL FOODS INTL PORA THISSERY,"P.O, IRINJALAKUDA THRISSUR 680125",,9544224000 |,,info@bakemill.com,
331. M/S. EMPIRE TRADERS,"17/1261 KONUKUNNEL BUILDING KATTAPANNA P.O IDDUKKI DIST., KERALA",,8848837300 |,,empiretraders1994@gmail.com,
332. MAC IMPEX,R22 APMC MARKET IIR22 APMC MARKET II NAVI MUMBAI400705 MAHARASHTRA,,9920645645 |,,info@omsomgroup.com,
333. MAHAA EXPORTS,"OLD NO 70, AB, NEW NO. 143145,GORUND FLOOR, LINGHI CHETTY STREET, MANNADY",,9941454245 |,,md@mahaexports.com,
334. MAHADEVEE EXPORTS,"DOOR NO. 24, NEMMELI VILLAGE, THIRUPOUR TALUK KANCHEEPURAM DISTRICT  |",,9566292805,,madhveeexport.coffee@gmail.com,
335. MALAR TRADING,"2/256, THERKUKADU KEEZHAKADI, PANCHANATHIKILAM EAST, VEDRANIYAM TALIKA, NAGARATHINAM, TAMILNADU",,9500184707,,malartrading2020@gmail.com,
336. MANARCADU SOCIAL SERVICE SOCIETY,"BUILDING 479, PODIMATTATHIL BUILDING, MANARCADU P O KOTTAYAM, KERALA  |",0481 230 3277 |,9846524151,,,
337. MANGALAMBIKA COFFEE WORKS,"42/1, THIRD STREET EAST, MANNARGUDI, THIRUVARUR DISTRICT, TAMILNADU",,8825810260,,Mangalambikacoffee@gmail.com,
338. MARIA FOODS,"NO. 4/4082 ATHIPARASAKTHI NAGAR, ETTAYAPURAM MAIN ROAD, TUTICORIN  |",,9994805250,,mariafoodstuty2021@gmail.com,
339. MARINE CONTAINER SERVICES (INDIA) PVT LTD,"NEW NO 21, OLD NO. 18, 1ST FLOOR, SWAMI SIVANANDA SALAI, DHEPAUK, TAMILNADU",,9176640952 |,,ganapathyntrjn@yahoo.com,
340. BEAN GOOD PRIVATE LIMITED,"#2, O'SHAUGHNESSY ROAD, LANGFORD GARDEN, BANGALORE – 560025 |  |",,9739117694,,hkb@markasiabeverages.com,
341. MARSHAL DO EXPORT,"17 81 PALKULAM VARIYOOR POST, ANJUGRAMAM KANYAKUMARI TAMILNADU",,7598709500 |,,Marshaldoexport@gmail.com,
342. MASALA KING EXPORTS TRADING PRIVATE LIMITED,"118, SIDDIVINAYAK COMPLEX SEC 19 C NEAR APMC MARKET OPP, BANK OF SAURASHTRA VASHI NAVI MUMBAI |  |",,9022111717,,Finanace@masalakingexports.com,
343. MASHHROOM DAWAKHANA,378 IBRAHIM REHAMATULLA ROAD MUMBAI,,9193888747 |,,hasina12@gmail.com,
344. MATHEWSONS EXPORTS AND IMPORTS PRIVATE LIMITED,"44/2158, FIRST FLOOR, MATHEWSONS BUILDING, KALOOR, COCHIN, ERNAKULAM, KERALA",,9847055577 |,,exim@mathewsons.com,
345. MATOSHREE TRADERS,"A/603, SAI MILAN CHS, G.K. MARG, WORLI, MUMBAI 400018 |  |",,8691838587,,exporter.coffee@gmail.com,
346. MATTINO GLOBAL,"1304, MATOSHREE PEARL, SITARAM KEER ROAD, MAIM, MUMBI, MAHARASTRA 400016",,9821210334 |,,coolpriyavrat@gmail.com,
347. MAXIT INTERNATIONAL,"NEW NO. 201, OLD NO. 97 SHOP 4&6, LINGHI CHETTY STREET, 1ST FLOOR CHENNAI TAMIL NADU |  |",,9840783784,,maxitinternational@gmail.com,
348. MAYURI INDUSTRIES,SURVEY NO. 108/3 111/1A VILLAGE KAMBA TALUK KALYAN MAHARASHTRA,,9049774000,,mayuri.ind1810@gmail.com,
349. MEGAA CREATIONS,17 MULLAI NAGAR KARUMARAMPALAYAM TIRUPUR TAMILNADU,,9842285553 |,,Info@supernaturales.in,
350. MEGAFINE PHARMA PRIVATE LIMITED,"4TH FLOOR, SETHNA BUILDING,55 MAHARSHI KARVE ROAD, MARINE LINES, MUMBAI, MAHARASHTRA",,9821073800 |,,Shailesh.sanghvi@megane.in,
351. MEGH OVERSEAS PRIVATE LIMITED,"A43, ADITYA RESIDENCY, NR, SWAGAT GREEN VILLA THALTEJ AHMEDABAD",,9898255500 |,,megh.coffee@gmail.com,
352. MERCARIEX WORLDWIDE,"NO. 11 A, V.O.C. NAGAR, NORTH STREET, BODINAYAKANUR, THENI, TAMILNADU  |",,8778684484,,Mercariexworldwide@gmail.com,
353. MGK IMPORTS AND EXPORTS,"SF NO. 122/B1, ERIKARAI ROAD, KOLLACHERI, KUNDRATHUR, CHENNAI 600069 |  |",,9940173989,,mgkimportsandexports@gmail.com,
354. MIRRAS COFFEE INDIA PRIVATE LIMITED,"NEW NO 12, OLD NO 46A. RARABAD 9TH STREET, COIMBATORE",,7598247852,,sundarsubramaniam@mirras.in,
355. MITSUI CO INDIA PRIVATE LIMITED,4TH FLOOR WORLDMARK 3 ASSET -7 AEROCITY NATIONAL HIGHWAY- 8 NEW DELHI,,9820035258 |,,b.sinha@mitsui.com,
356. MKS IMPEX,SHIVAJI PARTHAGAM ASHOK NAGAR CHENNAI,,9791122745 |,,mkdas_2001@yahoo.com,
357. MOHAN IMPEX,NO. 1 342 KALAINAGAR 2ND STREET THANAKKANKULAM THIRUNAGAR MADUARAI TMILNADU,,9994506294 |,,mohanimpex2014@gmail.com,
358. MONTEBREW,"BLOCK E AQUEM PLAZA BAIXO, SOUTH GOA",,8129779969 |,,montebrew@gmail.com,
359. MOOLANS EXPORTS (INDIA) PRIVATE LIMITED,"207, KALLUPALAM NAGAR ANGAMALY ERNAKULAM KERALA 683572 |  |",,9249500001,,vmoolans@gmail.com informoolans@gamil.com,
360. MOUNTAIN BEAN,"YELAGUDIGE ESTATE, ALDUR POST, CHIKMAGALUR, KARNATAKA",,8197213464 |,,sheetalakarsh@gmail.com,
361. MRA EXPORTS,23 581 VADAKARA KOZHIKODE 673513,,8086007880 |,,sonythejas@gmail.com,
362. MUSHAL EXPORTERS AND TRADERS,"BUILDING NO. 1, ANJOOR VILLAGE, MUDUVAMMEL DESAM, KOCHANOOR",,9048900634,,MUSHALEXPORTS@gmail.com,
363. MYSORE CONCERNS,"SHOP3, 391 CIRCLE HOUSE,SHRI SHANKAR MATT ROAD. MATUNGA  |",,9892011977,,hello@mysoreconcernscoffee.com,
364. MYURA IMPEX,"106B, DHARMAPURAM 4TH STREET T. NAGAR, CHENNAI",,9841299666,,mayuraimpex@gmail.com,
365. N AND N TRADERS,"KP - III/53, JAMA - ATH BUIDLING KALATHUPUZHA P.O. KOLLAM, KERALA",,9846855548,,nandntraderskpz@gmail.com,
366. NASH ORGANIC FOODS,"3/4, SEA DOLL, CHINBAI ROAD, BANDRA WEST, MUMBAI | 9821334050",,,,sales@nashsorganicproduce.com,
367. NATHAN INDUS CORP,"NO 213/3 SHANTHA VALLEY ESTATE, PATTIPADI POSTM YERCAUD, SALEM, TAMILNADU",,9443222584 |,,Ptnathan.coffee@gmail.com,
368. NATIVE ARAKU COFFEE PRIVATE LIMITED,5B SRI KANAKA MAHALAKSHMI NILAYAM VISAKHAPATANAM ANDHRA PRADESH 530013,,9000588800 |,,psudheeravarma@gmail.com,
369. NATURAL AND ESSENTIAL OILS PVT LTD,NO.74/2B MANANDAVADY ROAD SHRI RAMPURA MYSORE 570 008 KARNATAKA  |,,8212363021 |,,shiva@nesso.com,
370. NCUBE ENTERPRISE,"196, 7TH MAIN, 4TH BLOCK, JAYANAGAR, BENGALURU, KARNATAKA",,9448983888,,ncube.enterprise@gmail.com,
371. NEEL BEVERAGES PVT LTD,"D-202/226/227 ANSA INDUSTRIAL ESTATE, SAKIVIHAR ROAD, SAKINAKA ANDHERI EAST 400072 MUMBAI MAHARASHTRA",,99209 12123 |,,info@neelbeverages.com,
372. NESAVALLI IMPEX,"7/153, ULAKASIOURAM STREEL, MURUMBALAPERI TENKASI TIRUNELVALI",,79048921 |,,aravindgopalsingh@gmail.com,
373. NEW VISION,"SAI SHAKRI KISAN NAGAR 3, NEAR SHREE POLICE STATION BHATWADI WAGLE ESTATE THANE",,9820384987 |,,karia.aashish@yahoo.com,
374. NHC FOODS LIMITED,"TTC INDUSTRIAL AREA NEAR BALMER LAWRIE MIDC, TURBE NAVI MUMBAI",,9820024816 |,,apoorvaa@nhcgroup.com,
375. NIDHI ENTERPRISES,"NO. 31A/161, VISHNU ARCADE, MAIN ROAD, AVINASHI - 641654",,8754493715 |,,dox@vktpl.com,
376. NIK INFRA CORPORATION,"104, JAISHREE PLAZA, BYRAMJI TOWN, GONDWANA CHOWK, NAGPUR, MAHARASTRA  |",,9607838535,,nikinfrastructurecorporation@gmail.com,
377. NIMEVA NATURALS EXIM,"1/747-D, NEAR MINI ROAD, CHANGUVETTY, KOTTAKKAL VIA,KOTTAKKAL MUNICIPALITY, MALAPPURAM, KERALA",,8921322382 |,,info@nimevaexim.com,
378. NINE STAR NOVELTIES PVT LTD,"9/2G, TOPISA ROAD SOUTH, KOLKATA",,9830033788 |,,Contact@ninestaragro.com,
379. NRG FOODS PRIVATE LIMITED,D. NO. 1-127 F.NO. 1403 14TYH FLOOR SAKETH TOWERS KAILASH BLOCK HYDERABAD,,9866222892 |,,hydpurchases@nrgfoods.in,
380. ORENDA FOODS PRIVATE LIMITED,"PLOT NO C145 GANESH NAGAR PUNE 411003 MAHARASHTRA,  |",,9890004610,,vinod@orendafoods.com,
381. ORIENTAL COMMODITIES NETWORK PRIVATE LIMITED,"CC2180, BHARAT DIAMOND BOURSE BKC, BANDRA E, MUMBAI",,9840970145 |,,Sadat.sathak@gmail.com,
382. OSIRIS AGRETAIL PRIVATE LIMITED,"A/143, AISHWARYA PALACE, 2ND FLOOR,SAHEED NAGAR, BHUBANESWAR, KHORDHA, ODISHA",,9337654007 |,,arath@kalingadesiagro.org,
383. OUTSPAN INDIA PRIVATE LIMITED,FLOOR NO.5 BISHOP JEROME NAGAR KOLLAM KERALA,,9663531122 |,,manjunath.r@olamnet.com,
384. OZORI INDUSTRIES PRIVATE LIMITED,"H NO 1078, SHOP 4, SHUKARWAR PETH, TEJAS APARTMENTS, OPP SBI BANK,PUNE, MAHARASHTRA |  |",,9168057861,,csgauravbhutada@gmail.com,
385. P AND P IMPEX,TANTI PARK STREET NO.5 ASTRON SOCIETY MAIN ROAD RAJKOT,,9924946888,,newwayimpex12@gmail.com,
386. P P A IMPEX,NO 411 3RD C CROSS EAST OF BENGALURU URBAN KARNATAKA 560016,,9148260614 |,,dandeepimpex@yahoo.com,
"387. P.J. EXPORTS,",P.J. HOUSE Z3 SHRI ARIHANT COMPOUND RETI BUNDER ROAD KALHER VILLAGE BHIWAN  |,,9619303034 |,,info@pjexports.com,
388. PAHAL FOODS PVT LTD,"KATTEDAN, MADHUBAN COLONY, RANGAREDDY TELANDANA",,9949288880,,anand693.dukesindia@com,
389. PALAR GREENS,"8/702, PANCHINANICKAL BUILDING ANAKKALLU, PUSHPAKANDAM P.O. NEDUMKANDAM IDUKKI KERALA",,9539882160 |,,Palargreens@gmail.com,
390. PANELLA FOODS AND BEVERAGES PRIVATE LIMITED,501 CRESCENT BUSINESS SQUARE KHERA ROAD NEAR SAKINAK METRO STATION ANDHERI EAST MUMBAI MAHARASHTRA 400072,,8898565377 |,,info@tglcompany.com,
391. PAPAJI FOODS BEVERAGES PRIVATE LIMITED,"M-229, GURU HARKISHAN NAGAR,PASCHIM VIHAR, NEW DELHI, SOUTH WEST, DELHI  |",,9310022361,,papaji22361.coffee@gmail.com,
392. PARUL EXPORTS,"KRISHNA, SHAHID B.K.R. MARG, TILAK NAGAR, MUMBAI  |",,9820437298,,pradyumna.thakkar@gmail.com,
393. PATEL RETAIL PVT LTD,PLOT NO. M2 ADDITIONAL MIDC ANAND NAGAR AMBERNATH THANE MAHARASHTRA 451506,,9594532111,,docs@patelrpl.net,
394. PATRON COFFEE,"2-46/45 SKYLINE BLUE BERRY HILLS DEREBAIL, MANGALURU, DAKSHNINA KANNAD, KARNATAKA",,9731121120 |,,glenpatrao@hotmail.com,
395. PAUL RESORTS AND HOTELS PRIVATE LIMITED,"NO. 139/28, 3RD MAIN, AMARJYOTI WEST WING, DOMLUR LAYOUT, BANGALURU, KARNATAKA  |",,9900140768 |,,Ali@thepul.in,
396. PERFARMERS GLOBAL PRIVATE LIMITED,"LIG-11, WARD NO. 31, CHOUBEY COLONY ROAD, CHAATARPUR, MADHYA PRADESH",,7898713841 |,,Perfarmers.coffee@gmail.com,
397. PIGMA IMPEX PVT LTD,"28/24, SAKET NAGAR, BEAWAR, AJMER, RAJASTHAN 305901",,8503863962 |,,Iamabhirathi@gmail.com,
398. PISUM FOOD SERVICES PVT LTD,"SHOP NO. 18, MAHALAKSHMI HEIGHTS, BEHIND PIMPRI CENTRAL MALL, PIMPRI, PUNE",,9503776369 |,,contact@pisumfoods.com,
